source_url,product_id,title,category,availability,current_price_bdt,regular_price_bdt,save_bdt,colors,main_image,gallery_image_1,gallery_image_2,description_short
https://www.bdshop.com/product/leader-6rm-6mm-uv-resistance-dc-solar-cable,17933,"Leader 6RM (6mm²) UV Resistance DC Solar Cable (20 Meter Pack)","Solar Accessories","SOLD OUT",2700,4000,1300,"Black|Red","images/image-main.webp","images/image-gallery-1.webp","images/image-gallery-2.webp","UV resistant 6mm² DC solar cable (20m pack) designed for Bangladesh weather with tinned copper, XLPE insulation, and up to 1500V DC rating."
